fiscal_year,NHS,district,activity,Route Type,Route,Beg MM,End MM,cost,date,segment_id
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,356.0,364.118,90204.41,2023-01-05,I 25_356.0_364.118
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,62037.45,2023-01-10,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,71348.94,2023-01-10,US 285_6.7_17.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,16.2,17.9,59305.63,2023-01-10,US 285_16.2_17.9
2023,True,2,MICRO SURFACING,US,US 54,20.0,38.7,458547.08,2023-01-10,US 54_20.0_38.7
2023,True,2,HOT INSITU RECYCLING,US,US 54,20.0,38.7,1390445.64,2023-01-10,US 54_20.0_38.7
2023,True,2,BRIDGE OTHER,US,US 62,35.5,39.0,85589.18,2023-01-10,US 62_35.5_39.0
2023,False,5,HOT MIX OVERLAY/ INLAY,State,NM 106,0.752,0.752,249334.97,2023-01-10,NM 106_0.752_0.752
2023,False,6,HOT MIX OVERLAY/ INLAY,Interstate,I 40,97.1,100.0,2265088.14,2023-01-12,I 40_97.1_100.0
2023,False,6,HOT MIX OVERLAY/ INLAY,State,NM 602,24.3,30.0,2097231.25,2023-01-12,NM 602_24.3_30.0
2023,False,6,HOT MIX OVERLAY/ INLAY,State,NM 53,63.0,69.4,1077907.43,2023-01-12,NM 53_63.0_69.4
2023,True,6,ROADWAY REHABILITATION,US,US 491,2.0,3.0,467233.33,2023-01-12,US 491_2.0_3.0
2023,True,1,GUARDRAIL,Interstate,I 25,102.6,174.85,522970.5,2023-02-01,I 25_102.6_174.85
2023,False,1,BRIDGE OTHER,State,NM 169,23.1,30.69,119175.46,2023-02-01,NM 169_23.1_30.69
2023,False,1,COLD MIX ASPHLT RCYCLNG,State,NM 549,0.0,15.0,2527953.66,2023-02-01,NM 549_0.0_15.0
2023,False,1,COLD MIX ASPHLT RCYCLNG,State,NM 549,0.0,15.0,32332.98,2023-02-01,NM 549_0.0_15.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,325.5,325.6,46190.98,2023-02-01,US 70_325.5_325.6
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,35028.5,2023-02-01,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,15379.07,2023-02-01,US 285_6.7_17.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,16.2,17.9,13471.86,2023-02-01,US 285_16.2_17.9
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,1609990.29,2023-02-06,US 54_304.35_306.16
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,399081.42,2023-02-06,US 54_304.35_306.16
2023,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,284.7,299.6,2822519.15,2023-02-06,I 40_284.7_299.6
2023,True,4,ROADWAY REHABILITATION,US,US 54,309.5,312.0,25620.0,2023-02-06,US 54_309.5_312.0
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,1145.79,2023-02-06,NM 518_23.734_23.881
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,6549.96,2023-02-06,NM 434_19.64_21.1
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,454.25,460.8,14262.28,2023-02-06,I 25_454.25_460.8
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,356.0,364.118,48227.5,2023-02-06,I 25_356.0_364.118
2023,True,3,BRIDGE OTHER,Interstate,I 25,214.0,214.5,127727.0,2023-02-06,I 25_214.0_214.5
2023,True,3,BRIDGE OTHER,Interstate,I 25,214.0,214.5,702952.12,2023-02-06,I 25_214.0_214.5
2023,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,161.85,161.85,39139.8,2023-02-06,I 40_161.85_161.85
2023,True,5,GUARDRAIL,Interstate,I 40,184.1,184.1,590.0,2023-02-08,I 40_184.1_184.1
2023,False,5,HOT INSITU RECYCLING,US,US 84,281.0,288.0,2533839.35,2023-02-08,US 84_281.0_288.0
2023,False,5,HOT INSITU RECYCLING,US,US 84,281.0,288.0,-2533839.35,2023-02-08,US 84_281.0_288.0
2023,True,5,GUARDRAIL,Interstate,I 40,184.1,184.1,107653.79,2023-02-08,I 40_184.1_184.1
2023,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,1.0,1.0,150049.87,2023-02-09,I 40_1.0_1.0
2023,False,6,HOT MIX OVERLAY/ INLAY,State,NM 124,7.7,16.7,1337994.38,2023-02-09,NM 124_7.7_16.7
2023,False,3,GUARDRAIL,State,NM 337,22.8,22.8,22126.66,2023-03-02,NM 337_22.8_22.8
2023,True,3,GUARDRAIL,Interstate,I 25,215.0,215.0,19372.16,2023-03-02,I 25_215.0_215.0
2023,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,0.0,15.0,1321952.65,2023-03-02,I 10_0.0_15.0
2023,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,-94266.18,2023-03-02,I 10_21.5_25.0
2023,False,1,BRIDGE OTHER,State,NM 404,0.0,0.0,56541.09,2023-03-02,NM 404_0.0_0.0
2023,False,1,COLD MIX ASPHLT RCYCLNG,State,NM 549,0.0,15.0,2884869.59,2023-03-02,NM 549_0.0_15.0
2023,False,1,HOT MIX OVERLAY/ INLAY,State,NM 404,0.92,8.846,1073261.09,2023-03-02,NM 404_0.92_8.846
2023,True,2,BRIDGE DECK,US,US 70,237.7,237.7,156527.39,2023-03-02,US 70_237.7_237.7
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,319.4,325.5,997571.32,2023-03-02,US 70_319.4_325.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,25283.72,2023-03-02,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,4093.77,2023-03-02,US 285_6.7_17.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,16.2,17.9,22159.0,2023-03-02,US 285_16.2_17.9
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,431082.12,2023-03-02,US 54_304.35_306.16
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,86794.76,2023-03-02,US 54_304.35_306.16
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,1715.31,2023-03-02,NM 518_23.734_23.881
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,4303.77,2023-03-02,NM 434_19.64_21.1
2023,True,4,ROADWAY REHABILITATION,Interstate,I 25,454.25,460.8,2990.13,2023-03-02,I 25_454.25_460.8
2023,True,5,GUARDRAIL,Interstate,I 40,184.1,184.1,90975.58,2023-03-07,I 40_184.1_184.1
2023,True,2,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 70,237.7,237.7,252067.79,2023-04-04,US 70_237.7_237.7
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,0.0,7.5,7926.29,2023-04-04,US 285_0.0_7.5
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,6.7,17.0,17609.19,2023-04-04,US 285_6.7_17.0
2023,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,16.2,17.9,3282.36,2023-04-04,US 285_16.2_17.9
2023,True,2,BRIDGE OTHER,US,US 62,35.5,39.0,133795.85,2023-04-04,US 62_35.5_39.0
2023,False,1,HOT MIX OVERLAY/ INLAY,State,NM 180,67.0,87.0,89986.37,2023-04-04,NM 180_67.0_87.0
2023,False,1,BRIDGE OTHER,State,NM 169,25.8,30.69,364724.89,2023-04-04,NM 169_25.8_30.69
2023,False,1,BRIDGE OTHER,State,NM 404,0.0,0.0,7478.39,2023-04-04,NM 404_0.0_0.0
2023,False,1,HOT MIX OVERLAY/ INLAY,State,NM 404,0.92,8.846,1018809.91,2023-04-04,NM 404_0.92_8.846
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,7011.6,2023-04-05,US 54_304.35_306.16
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,902.71,2023-04-05,US 54_304.35_306.16
2023,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,26275.0,2023-04-05,US 54_304.35_306.16
2023,False,4,BRIDGE OTHER,State,NM 518,23.734,23.881,1759.99,2023-04-05,NM 518_23.734_23.881
2023,False,4,ROADWAY REHABILITATION,State,NM 434,19.64,21.1,7966.28,2023-04-05,NM 434_19.64_21.1
2023,True,5,ROADWAY REHABILITATION,US,US 160,0.86,0.86,2493570.56,2023-04-05,US 160_0.86_0.86
2023,True,5,ROADWAY REHABILITATION,US,US 160,0.86,0.86,659113.43,2023-04-05,US 160_0.86_0.86
