fiscal_year,NHS,district,activity,Route Type,Route,Beg MM,End MM,cost,date,segment_id
2018,True,5,BRIDGE OTHER,US,US 64,242.67,242.67,17855.42,2018-01-08,US 64_242.67_242.67
2018,True,4,HOT INSITU SCARIFICATION,US,US 64,384.75,385.0,70589.9,2018-08-03,US 64_384.75_385.0
2018,False,5,GUARDRAIL,State,NM 76,14.5,14.5,12119.63,2018-08-03,NM 76_14.5_14.5
2018,True,5,GUARDRAIL,US,US 64,57.3,57.3,8278.57,2018-08-03,US 64_57.3_57.3
2018,True,5,GUARDRAIL,US,US 84,171.5,171.5,34532.42,2018-08-03,US 84_171.5_171.5
2018,False,3,HOT INSITU SCARIFICATION,State,NM 314,4.7,6.6,21555.3,2018-08-08,NM 314_4.7_6.6
2018,False,3,HOT MIX OVERLAY/ INLAY,State,NM 448,5.3,6.6,724648.06,2018-08-08,NM 448_5.3_6.6
2018,False,1,HOT INSITU RECYCLING,State,NM 90,0.0,13.1,426860.46,2018-08-16,NM 90_0.0_13.1
2019,True,5,OPEN GRADED FRICTION COURSE,State,NM 14,46.0,47.0,461805.0,2018-09-06,NM 14_46.0_47.0
2020,True,3,COLD POUR CRACK SEAL,State,NM 528,9.6,15.2,185824.2,2019-12-05,NM 528_9.6_15.2
2020,False,3,HOT MIX OVERLAY/ INLAY,State,NM 313,6.6,8.2,1016378.18,2020-01-02,NM 313_6.6_8.2
2020,False,3,HOT MIX OVERLAY/ INLAY,State,NM 314,8.5,14.0,1050722.51,2020-01-02,NM 314_8.5_14.0
2020,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,15.0,20.0,1498866.6,2020-02-05,I 10_15.0_20.0
2020,False,5,GUARDRAIL,State,NM 68,41.0,41.0,6495.37,2020-03-03,NM 68_41.0_41.0
2020,True,5,GUARDRAIL,US,US 285,336.0,336.0,23678.16,2020-03-03,US 285_336.0_336.0
2020,False,5,GUARDRAIL,State,NM 68,27.7,27.7,7544.07,2020-03-03,NM 68_27.7_27.7
2020,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 25,227.6,227.6,52939.66,2020-03-04,I 25_227.6_227.6
2020,False,3,GUARDRAIL,FR,FR 2537,7.25,7.25,6182.59,2020-03-04,FR 2537_7.25_7.25
2020,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,5.44,5.44,87194.0,2020-03-04,NM 423_5.44_5.44
2020,True,3,HOT MIX OVERLAY/ INLAY,State,NM 347,28.7,29.2,190888.59,2020-03-04,NM 347_28.7_29.2
2020,True,3,HOT MIX OVERLAY/ INLAY,State,NM 347,28.9,29.4,75551.36,2020-04-02,NM 347_28.9_29.4
2020,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,222.0,222.2,14380.15,2020-04-02,I 25_222.0_222.2
2020,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,7.7,7.85,222433.77,2020-04-02,NM 423_7.7_7.85
2020,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,167.7,167.7,195116.1,2020-04-02,I 40_167.7_167.7
2020,True,1,COLD MILLING BTMNS SRFCS,Interstate,I 10,144.0,166.0,1590843.2,2019-10-01,I 10_144.0_166.0
2020,True,1,COLD MILLING BTMNS SRFCS,Interstate,I 10,144.0,166.0,1972129.93,2019-11-01,I 10_144.0_166.0
2020,True,1,COLD MILLING BTMNS SRFCS,Interstate,I 10,144.0,166.0,105427.12,2019-12-02,I 10_144.0_166.0
2020,True,1,HOT MIX OVERLAY/ INLAY,US,US 180,47.0,67.0,2167527.16,2019-12-02,US 180_47.0_67.0
2020,True,1,CRACK SEAL,US,US 70,142.5,147.0,398735.14,2019-12-02,US 70_142.5_147.0
2020,True,1,HOT MIX OVERLAY/ INLAY,Other,Loop 22,0.0,4.0,3022346.71,2020-01-02,Loop 22_0.0_4.0
2020,True,1,HOT MIX OVERLAY/ INLAY,Other,Loop 22,0.0,4.0,1859873.12,2020-03-02,Loop 22_0.0_4.0
2020,True,2,BRIDGE OTHER,US,US 84,1.1,1.1,19982.61,2020-04-03,US 84_1.1_1.1
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,175.1,192.85,2023360.24,2020-04-03,US 54_175.1_192.85
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,175.1,192.85,1732446.47,2020-02-04,US 54_175.1_192.85
2020,False,4,BRIDGE OTHER,State,NM 129,0.26,0.26,101148.29,2020-04-03,NM 129_0.26_0.26
2020,True,4,CRACK SEAL,Interstate,I 40,362.9,373.4,384361.72,2020-04-03,I 40_362.9_373.4
2020,True,5,BRIDGE OTHER,US,US 84,201.9,201.9,48586.92,2020-04-03,US 84_201.9_201.9
2020,False,5,HOT INSITU SCARIFICATION,State,NM 68,12.7,23.0,548942.45,2020-01-02,NM 68_12.7_23.0
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 599,0.2,13.6,1002571.2,2020-01-02,NM 599_0.2_13.6
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 599,0.2,13.6,1315852.15,2020-04-03,NM 599_0.2_13.6
2020,True,5,MICRO SURFACING,State,NM 599,0.0,7.2,671866.38,2019-12-02,NM 599_0.0_7.2
2020,True,6,HOT MIX OVERLAY/ INLAY,Interstate,I 40,45.0,47.0,2468660.56,2019-09-02,I 40_45.0_47.0
2020,True,6,HOT MIX OVERLAY/ INLAY,Interstate,I 40,43.9,45.0,1227323.55,2019-12-02,I 40_43.9_45.0
2020,True,5,GUARDRAIL,Interstate,I 25,276.0,276.0,11879.52,2020-05-04,I 25_276.0_276.0
2020,False,4,CRACK SEAL,State,NM 209,35.5,45.0,131641.58,2020-05-05,NM 209_35.5_45.0
2020,False,3,HOT MIX OVERLAY/ INLAY,State,NM 313,6.6,8.2,41925.0,2020-05-08,NM 313_6.6_8.2
2020,True,3,BRIDGE OTHER,Interstate,I 25,222.95,222.95,8950.0,2020-05-08,I 25_222.95_222.95
2018,True,3,GUARDRAIL,US,US 60,166.0,183.0,46603.42,2018-05-07,US 60_166.0_183.0
2018,False,3,GUARDRAIL,State,NM 337,23.12,23.12,11270.4,2018-05-07,NM 337_23.12_23.12
2018,True,3,GUARDRAIL,State,NM 500,1.35,1.35,25103.94,2018-05-07,NM 500_1.35_1.35
2018,False,3,GUARDRAIL,State,NM 337,22.5,22.5,15547.86,2018-05-07,NM 337_22.5_22.5
2018,False,3,GUARDRAIL,State,NM 333,11.8,11.8,14955.8,2018-05-07,NM 333_11.8_11.8
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,960780.24,2020-11-02,I 25_338.0_348.5
2021,True,1,HOT INSITU SCARIFICATION,BL,BL 12,0.0,2.44,1794163.61,2020-11-02,BL 12_0.0_2.44
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 82,43.0,48.735,999993.44,2020-11-03,US 82_43.0_48.735
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,155.12,155.12,16306.39,2020-11-03,I 40_155.12_155.12
2021,False,3,GUARDRAIL,State,NM 14,1.75,1.75,8354.38,2020-11-03,NM 14_1.75_1.75
2021,True,3,BRIDGE OTHER,Interstate,I 40,178.9,178.9,15164.53,2020-11-03,I 40_178.9_178.9
2021,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 40,158.2,160.9,16330.71,2020-11-03,I 40_158.2_160.9
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 45,12.7,16.0,1582184.2,2020-11-03,NM 45_12.7_16.0
2020,True,3,BRIDGE OTHER,Interstate,I 25,222.95,222.95,94700.44,2020-05-08,I 25_222.95_222.95
2020,True,1,MICRO SURFACING,US,US 180,164.4,143.0,1633615.25,2020-05-08,US 180_164.4_143.0
2020,True,6,BRIDGE OTHER,Interstate,I 40,8.0,8.0,41753.29,2020-06-01,I 40_8.0_8.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,363.0,370.5,1741506.95,2020-06-01,US 60_363.0_370.5
2020,False,4,BRIDGE OTHER,State,NM 129,0.26,0.26,23155.33,2020-06-04,NM 129_0.26_0.26
2020,True,4,MICRO SURFACING,Other,Loop 15,1.8,3.0,26594.72,2020-06-04,Loop 15_1.8_3.0
2020,False,4,MICRO SURFACING,State,NM 65,0.0,5.1,26618.4,2020-06-04,NM 65_0.0_5.1
2020,True,4,OPEN GRADED FRICTION COURSE,Other,Loop 15,0.0,1.73,220781.0,2020-06-04,Loop 15_0.0_1.73
2020,False,4,BRIDGE OTHER,State,NM 129,0.26,0.26,185917.28,2020-06-04,NM 129_0.26_0.26
2020,True,4,CRACK SEAL,US,US 54,326.0,355.3,404585.67,2020-06-04,US 54_326.0_355.3
2020,False,4,MICRO SURFACING,State,NM 329,0.0,1.9,288384.47,2020-06-04,NM 329_0.0_1.9
2020,True,4,MICRO SURFACING,Other,Loop 15,1.8,3.0,237131.53,2020-06-04,Loop 15_1.8_3.0
2020,True,5,GUARDRAIL,US,US 60,184.0,184.0,29773.87,2020-06-04,US 60_184.0_184.0
2020,False,3,HOT INSITU SCARIFICATION,State,NM 109,0.0,6.0,487781.41,2020-07-02,NM 109_0.0_6.0
2020,True,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 556,11.0,15.4,1578322.27,2020-07-02,NM 556_11.0_15.4
2020,False,3,BRIDGE DECK,State,NM 47,44.3,44.3,16788.96,2020-07-02,NM 47_44.3_44.3
2020,False,3,HOT MIX OVERLAY/ INLAY,State,NM 217,0.0,5.0,303256.8,2020-07-02,NM 217_0.0_5.0
2020,True,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 556,11.05,15.25,499946.69,2020-07-02,NM 556_11.05_15.25
2020,True,4,CRACK SEAL,Interstate,I 40,362.9,373.4,383808.28,2020-07-02,I 40_362.9_373.4
2020,True,4,HOT INSITU SCARIFICATION,US,US 64,406.0,418.0,1078560.5,2020-07-02,US 64_406.0_418.0
2020,True,4,CRACK SEAL,US,US 54,326.0,355.3,279254.53,2020-07-02,US 54_326.0_355.3
2020,False,4,MICRO SURFACING,State,NM 65,0.0,5.1,737335.53,2020-07-02,NM 65_0.0_5.1
2020,True,4,MICRO SURFACING,State,NM 518,30.5,44.3,1145135.12,2020-07-02,NM 518_30.5_44.3
2020,True,4,HOT INSITU RECYCLING,US,US 56,20.0,35.0,2046020.51,2020-07-02,US 56_20.0_35.0
2018,True,1,GUARDRAIL,Interstate,I 10,85.0,85.0,5593.83,2018-01-08,I 10_85.0_85.0
2018,False,3,HOT MIX OVERLAY/ INLAY,State,NM 314,0.0,5.0,193193.65,2018-01-09,NM 314_0.0_5.0
2018,False,3,GUARDRAIL,State,NM 47,37.5,37.5,4302.79,2018-01-09,NM 47_37.5_37.5
2018,True,3,GUARDRAIL,Interstate,I 40,211.5,211.5,2362.91,2018-01-09,I 40_211.5_211.5
2018,False,3,GUARDRAIL,State,NM 536,6.1,6.1,27506.11,2018-01-09,NM 536_6.1_6.1
2018,False,6,COLD MILLING BTMNS SRFCS,State,NM 36,15.6,21.3,67027.68,2018-01-10,NM 36_15.6_21.3
2018,True,6,CRACK SEAL,State,NM 122,29.0,33.9,317945.36,2018-01-10,NM 122_29.0_33.9
2018,False,6,CRACK SEAL,State,NM 564,0.0,3.3,11025.0,2018-01-10,NM 564_0.0_3.3
2018,True,5,GUARDRAIL,US,US 64,154.7,154.7,59538.83,2018-02-05,US 64_154.7_154.7
2018,True,5,GUARDRAIL,US,US 64,253.7,253.7,17685.1,2018-02-05,US 64_253.7_253.7
2018,True,3,GUARDRAIL,Interstate,I 25,218.6,218.6,11818.82,2018-02-05,I 25_218.6_218.6
2018,True,3,HOT MIX OVERLAY/ INLAY,Interstate,I 25,249.9,249.85,8328.03,2018-02-05,I 25_249.9_249.85
2018,True,3,BRIDGE OTHER,State,NM 14,31.78,31.78,-35309.26,2018-02-05,NM 14_31.78_31.78
2018,False,6,COLD MILLING BTMNS SRFCS,State,NM 117,23.7,29.0,-570169.48,2018-02-06,NM 117_23.7_29.0
2018,True,2,BRIDGE OTHER,US,US 285,127.8,127.8,-203490.08,2018-02-07,US 285_127.8_127.8
2018,True,5,GUARDRAIL,Interstate,I 25,267.0,267.0,18965.75,2018-04-04,I 25_267.0_267.0
2018,True,5,HOT MIX OVERLAY/ INLAY,US,US 84,176.8,178.0,62649.22,2018-04-04,US 84_176.8_178.0
2018,True,5,GUARDRAIL,Interstate,I 25,267.0,267.0,6759.59,2018-06-04,I 25_267.0_267.0
2018,False,5,GUARDRAIL,State,NM 76,13.1,14.5,13046.77,2018-06-04,NM 76_13.1_14.5
2018,True,5,HOT MIX OVERLAY/ INLAY,US,US 84,162.6,163.6,759472.53,2018-06-04,US 84_162.6_163.6
2018,True,3,CRACK SEAL,Interstate,I 40,170.3,174.8,365812.38,2018-06-05,I 40_170.3_174.8
2018,False,3,GUARDRAIL,State,NM 47,41.17,41.17,17179.58,2018-06-05,NM 47_41.17_41.17
2018,True,3,BRIDGE DECK,State,NM 556,0.63,0.63,42436.99,2018-06-05,NM 556_0.63_0.63
2018,True,3,BRIDGE DECK,State,NM 556,0.75,0.75,36708.62,2018-06-05,NM 556_0.75_0.75
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,3601965.81,2021-01-05,US 491_61.7_68.1
2021,True,6,BRIDGE COMPONENT/PAVEMENT RAISING,US,US 491,29.7,29.37,92552.25,2021-01-05,US 491_29.7_29.37
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 82,48.7,54.4,922095.53,2021-01-06,US 82_48.7_54.4
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 82,48.7,54.4,83510.87,2021-01-06,US 82_48.7_54.4
2021,True,2,HOT INSITU RECYCLING,US,US 82,48.7,54.4,106707.24,2021-01-06,US 82_48.7_54.4
2021,False,5,HOT INSITU RECYCLING,US,US 285,223.0,235.0,2856167.75,2021-01-06,US 285_223.0_235.0
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,1260969.61,2021-01-06,I 25_338.0_348.5
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,339621.2,2021-01-06,I 25_338.0_348.5
2021,False,3,GUARDRAIL,FR,FR 4056,1.55,1.55,20773.92,2021-01-07,FR 4056_1.55_1.55
2021,True,3,GUARDRAIL,State,NM 556,6.93,6.93,18770.12,2021-01-07,NM 556_6.93_6.93
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 423,7.0,7.0,27233.09,2021-01-07,NM 423_7.0_7.0
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 40,140.5,140.5,57676.28,2021-01-07,I 40_140.5_140.5
2018,True,1,BRIDGE COMPONENT/PAVEMENT RAISING,Interstate,I 10,102.16,102.16,-68641.06,2018-04-06,I 10_102.16_102.16
2018,False,5,GUARDRAIL,State,NM 344,2.0,2.0,14739.5,2018-05-02,NM 344_2.0_2.0
2018,False,5,GUARDRAIL,State,NM 503,76.0,76.0,8648.01,2018-05-02,NM 503_76.0_76.0
2018,True,5,GUARDRAIL,US,US 84,171.0,171.0,6040.95,2018-05-02,US 84_171.0_171.0
2018,False,4,BRIDGE OTHER,State,NM 104,0.3,0.3,329063.41,2018-05-03,NM 104_0.3_0.3
2018,True,5,GUARDRAIL,Interstate,I 40,186.1,186.1,2385.54,2018-07-05,I 40_186.1_186.1
2018,True,5,GUARDRAIL,Interstate,I 40,196.0,196.0,1854.26,2018-07-05,I 40_196.0_196.0
2018,False,5,GUARDRAIL,State,NM 68,25.4,25.4,17119.91,2018-07-05,NM 68_25.4_25.4
2018,True,5,GUARDRAIL,Interstate,I 40,196.1,196.1,2067.61,2018-07-05,I 40_196.1_196.1
2018,False,4,BRIDGE OTHER,State,NM 104,0.3,0.3,473683.78,2018-07-06,NM 104_0.3_0.3
2018,False,4,MICRO SURFACING,State,NM 209,64.8,82.4,1642889.88,2018-07-06,NM 209_64.8_82.4
2018,False,6,COLD MILLING BTMNS SRFCS,State,NM 36,15.6,21.3,178688.48,2018-07-06,NM 36_15.6_21.3
2020,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,291.0,299.6,1808649.23,2020-07-02,I 40_291.0_299.6
2020,True,5,GUARDRAIL,Interstate,I 40,184.5,238.0,32678.84,2020-07-02,I 40_184.5_238.0
2020,False,5,HOT MIX OVERLAY/ INLAY,FL,FL 4777,1.0,1.69,-893740.75,2020-07-02,FL 4777_1.0_1.69
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 466,3.0,2.9,-1530218.29,2020-07-02,NM 466_3.0_2.9
2020,False,6,COLD MILLING BTMNS SRFCS,State,NM 124,16.0,24.5,663624.8,2020-07-02,NM 124_16.0_24.5
2020,False,6,COLD MILLING BTMNS SRFCS,State,NM 371,56.0,62.0,1712824.05,2020-07-02,NM 371_56.0_62.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,359.5,348.3,1749252.66,2020-07-08,US 70_359.5_348.3
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,385.0,392.0,1218720.67,2020-07-08,US 70_385.0_392.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,430.0,427.0,759025.14,2020-07-08,US 70_430.0_427.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 285,107.43,108.44,385031.63,2020-07-08,US 285_107.43_108.44
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,423.3,427.0,28689.24,2020-07-08,US 70_423.3_427.0
2020,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,427.7,440.6,3599768.53,2020-07-08,US 70_427.7_440.6
2020,True,1,COLD MILLING BTMNS SRFCS,Interstate,I 10,144.0,166.0,83970.57,2020-07-02,I 10_144.0_166.0
2020,True,1,HOT MIX OVERLAY/ INLAY,BL,BL 22,0.0,3.85,1663903.85,2020-07-02,BL 22_0.0_3.85
2020,True,1,HOT MIX OVERLAY/ INLAY,BL,BL 22,0.0,3.85,3009512.88,2020-07-02,BL 22_0.0_3.85
2019,True,4,PLANT MIX WEARING COURSE OVERLAY,State,NM 518,0.0,1.4,457856.48,2018-09-06,NM 518_0.0_1.4
2019,False,4,CRACK SEAL,State,NM 209,47.0,63.0,326213.03,2018-09-06,NM 209_47.0_63.0
2019,False,2,HOT MIX OVERLAY/ INLAY,State,NM 524,0.0,3.0,64084.03,2018-09-07,NM 524_0.0_3.0
2019,True,2,HOT MIX OVERLAY/ INLAY,US,US 60,342.2,352.0,297887.4,2018-09-07,US 60_342.2_352.0
2019,False,2,HOT MIX OVERLAY/ INLAY,State,NM 524,0.0,3.0,698531.15,2018-09-07,NM 524_0.0_3.0
2018,False,3,HOT INSITU SCARIFICATION,State,NM 314,4.7,6.6,409439.98,2018-07-06,NM 314_4.7_6.6
2018,True,3,CRACK SEAL,Interstate,I 40,152.2,147.0,428410.94,2018-07-06,I 40_152.2_147.0
2018,True,3,BRIDGE DECK,Interstate,I 25,208.85,208.85,40319.6,2018-07-06,I 25_208.85_208.85
2018,True,3,BRIDGE DECK,Interstate,I 25,208.85,208.85,41092.07,2018-07-06,I 25_208.85_208.85
2019,True,4,PLANT MIX WEARING COURSE OVERLAY,State,NM 518,1.4,3.95,631734.54,2018-10-04,NM 518_1.4_3.95
2019,True,5,GUARDRAIL,US,US 84,185.5,185.5,4932.95,2018-10-04,US 84_185.5_185.5
2019,True,2,CHIP SEAL,US,US 380,157.0,213.5,684187.99,2018-10-04,US 380_157.0_213.5
2019,True,2,CHIP SEAL,US,US 380,213.5,228.5,181658.44,2018-10-04,US 380_213.5_228.5
2019,True,2,BRIDGE OTHER,US,US 70,423.33,423.33,100421.82,2018-10-04,US 70_423.33_423.33
2019,True,6,BRIDGE OTHER,US,US 491,7.42,7.42,64045.02,2018-10-05,US 491_7.42_7.42
2019,True,3,OPEN GRADED FRICTION COURSE,US,US 60,175.1,176.1,33007.14,2018-10-09,US 60_175.1_176.1
2019,True,3,HOT MIX OVERLAY/ INLAY,US,US 60,175.0,176.1,243348.57,2018-10-09,US 60_175.0_176.1
2020,True,5,HOT MIX OVERLAY/ INLAY,State,NM 466,1.8,3.5,1610761.33,2020-07-02,NM 466_1.8_3.5
2022,True,5,PLANT MIX WEARING COURSE OVERLAY,US,US 285,165.0,172.0,948934.68,2022-05-04,US 285_165.0_172.0
2022,True,6,HOT MIX OVERLAY/ INLAY,US,US 550,20.8,22.7,310047.54,2022-05-04,US 550_20.8_22.7
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,206.2,209.5,349957.27,2022-05-04,US 70_206.2_209.5
2022,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,206.2,209.5,168558.74,2022-05-04,US 70_206.2_209.5
2022,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,242.8,248.3,1199998.73,2022-05-05,I 40_242.8_248.3
2022,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,284.7,291.0,1284506.87,2022-05-05,I 40_284.7_291.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,11216.24,2022-05-05,US 54_304.35_306.16
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,285524.08,2022-05-05,I 25_364.118_370.0
2022,True,1,BRIDGE OTHER,Interstate,I 10,21.5,25.0,810176.34,2022-06-01,I 10_21.5_25.0
2022,True,1,BRIDGE OTHER,US,US 70,144.0,144.0,4496.26,2022-06-01,US 70_144.0_144.0
2020,False,5,HOT INSITU SCARIFICATION/REPAVE,State,NM 68,23.0,12.7,154545.46,2020-08-06,NM 68_23.0_12.7
2020,True,5,GUARDRAIL,US,US 84,168.1,168.7,7680.86,2020-08-06,US 84_168.1_168.7
2020,False,5,BRIDGE REPAIR/EXPANSION JOINT,US,US 84,226.3,226.3,114447.85,2020-08-06,US 84_226.3_226.3
2020,False,5,HOT INSITU RECYCLING,US,US 64,185.0,194.0,1162201.75,2020-08-06,US 64_185.0_194.0
2020,False,5,HOT INSITU SCARIFICATION/REPAVE,State,NM 68,12.7,23.0,483238.97,2020-08-06,NM 68_12.7_23.0
2020,True,5,HOT MIX OVERLAY/ INLAY,US,US 64,22.8,22.8,462000.0,2020-08-06,US 64_22.8_22.8
2020,True,5,HOT MIX OVERLAY/ INLAY,US,US 64,22.8,22.8,9613.55,2020-08-06,US 64_22.8_22.8
2020,True,3,FOG SEALING,State,NM 556,11.0,13.0,1841.79,2020-08-10,NM 556_11.0_13.0
2020,True,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 556,11.05,15.25,75053.06,2020-08-10,NM 556_11.05_15.25
2020,True,3,COLD POUR CRACK SEAL,State,NM 528,9.6,15.2,95222.67,2020-08-10,NM 528_9.6_15.2
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,State,NM 518,28.5,30.5,442376.8,2020-09-03,NM 518_28.5_30.5
2021,True,4,OPEN GRADED FRICTION COURSE,Other,Loop 15,0.0,1.73,179893.71,2020-09-03,Loop 15_0.0_1.73
2021,False,3,GUARDRAIL,State,NM 337,23.45,23.45,57675.48,2020-09-04,NM 337_23.45_23.45
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 423,7.72,7.86,69640.36,2020-09-04,NM 423_7.72_7.86
2021,True,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 556,8.0,11.1,1416913.95,2020-09-04,NM 556_8.0_11.1
2021,False,3,CRACK SEAL,State,NM 333,6.0,16.3,232938.47,2020-09-04,NM 333_6.0_16.3
2021,True,3,OPEN GRADED FRICTION COURSE,US,US 60,165.6,183.1,732031.56,2020-09-04,US 60_165.6_183.1
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,212.0,212.6,389862.58,2020-10-02,US 70_212.0_212.6
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 70,212.6,212.9,151929.43,2020-10-02,US 70_212.6_212.9
2021,True,5,HOT MIX OVERLAY/ INLAY,State,NM 502,0.0,1.0,812718.46,2020-10-02,NM 502_0.0_1.0
2021,True,5,GUARDRAIL,State,NM 599,10.0,10.0,21587.03,2020-10-02,NM 599_10.0_10.0
2021,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,255.3,262.8,1943812.59,2020-10-02,I 40_255.3_262.8
2021,True,4,HOT MIX OVERLAY/ INLAY,Interstate,I 40,269.9,276.0,1399946.57,2020-10-02,I 40_269.9_276.0
2021,True,3,PLANT MIX WEARING COURSE OVERLAY,State,NM 556,7.0,11.0,539734.77,2020-10-05,NM 556_7.0_11.0
2022,True,1,HOT MIX OVERLAY/ INLAY,Interstate,I 10,24.904,35.088,1194072.65,2022-06-01,I 10_24.904_35.088
2022,False,4,CRACK SEAL,State,NM 91,0.0,7.0,181367.46,2022-06-07,NM 91_0.0_7.0
2022,False,4,CRACK SEAL,State,NM 91,7.0,8.0,24683.77,2022-06-07,NM 91_7.0_8.0
2022,False,4,CRACK SEAL,State,NM 91,7.0,8.0,7779.31,2022-06-07,NM 91_7.0_8.0
2022,True,4,ROADWAY REHABILITATION,US,US 54,304.35,306.16,11216.24,2022-06-07,US 54_304.35_306.16
2022,True,4,ROADWAY REHABILITATION,Interstate,I 25,364.118,370.0,2606.71,2022-06-07,I 25_364.118_370.0
2022,True,5,GUARDRAIL,Interstate,I 25,271.0,288.0,61476.36,2022-06-07,I 25_271.0_288.0
2022,True,5,PLANT MIX WEARING COURSE OVERLAY,US,US 285,165.0,172.0,1693624.05,2022-06-07,US 285_165.0_172.0
2022,True,5,PLANT MIX WEARING COURSE OVERLAY,US,US 285,336.6,350.0,663117.1,2022-06-07,US 285_336.6_350.0
2022,False,5,HOT MIX OVERLAY/ INLAY,State,NM 41,27.9,29.0,763162.97,2022-06-07,NM 41_27.9_29.0
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,134230.78,2020-10-08,US 491_61.7_68.1
2021,True,1,HOT INSITU SCARIFICATION,BL,BL 12,0.0,2.44,496470.2,2020-10-08,BL 12_0.0_2.44
2021,True,3,HOT MIX OVERLAY/ INLAY,State,NM 528,6.1,7.1,1331821.8,2020-11-03,NM 528_6.1_7.1
2021,True,5,GUARDRAIL,US,US 84,194.47,194.47,24581.26,2020-11-06,US 84_194.47_194.47
2021,False,5,GUARDRAIL,US,US 60,190.2,190.2,15293.8,2020-11-06,US 60_190.2_190.2
2021,False,5,HOT INSITU RECYCLING,State,NM 14,14.3,28.0,2490662.85,2020-11-06,NM 14_14.3_28.0
2021,True,5,HOT MIX OVERLAY/ INLAY,State,NM 5001,0.0,3.5,1666641.3,2020-11-06,NM 5001_0.0_3.5
2021,False,6,CRACK SEAL,State,NM 126,37.0,38.5,268698.06,2020-11-09,NM 126_37.0_38.5
2021,False,6,HOT MIX OVERLAY/ INLAY,State,NM 36,26.0,33.0,660751.82,2020-11-09,NM 36_26.0_33.0
2021,True,6,ROADWAY REHABILITATION,US,US 491,61.7,68.1,873503.34,2020-11-09,US 491_61.7_68.1
2021,False,6,ROADWAY REHABILITATION,State,NM 279,0.0,10.8,3711429.97,2020-11-09,NM 279_0.0_10.8
2021,True,2,HOT MIX OVERLAY/ INLAY,US,US 54,88.25,97.0,1813063.93,2020-12-02,US 54_88.25_97.0
2021,False,4,BRIDGE OTHER,State,NM 456,42.33,42.33,136820.63,2020-12-02,NM 456_42.33_42.33
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,629642.9,2020-12-02,I 25_338.0_348.5
2021,True,4,PLANT MIX WEARING COURSE OVERLAY,Interstate,I 25,338.0,348.5,98076.56,2020-12-02,I 25_338.0_348.5
2021,True,3,BRIDGE COMPONENT/PAVEMENT RAISING,State,NM 556,0.626,0.626,78805.39,2020-12-03,NM 556_0.626_0.626
